Wavelength,Deep Blue,LimeGreen,Deep Red,Far Red,CHA,CHB,BC
664,0.000 ,26.338 ,131.112,21.744,0.300300719320215,26.6007118657104,1.21013645276363
665,0.000 ,25.315 ,128.088,21.4848,0.243466147092265,22.8348968024444,1.06937312367171
666,0.000 ,24.782 ,125.4744,21.3552,0.172116502501898,20.3281630526933,0.999580203087733
667,0.000 ,24.192 ,122.1696,20.9808,0.251379549506145,17.8138100514231,0.929573193790305
668,0.000 ,23.803 ,118.6488,20.8488,-0.222983767203077,14.6546778903576,0.85935209577943
669,0.000 ,22.939 ,116.1864,20.4528,0.64113612220066,12.7622462943258,0.788916909055107
670,0.000 ,22.234 ,112.5792,20.388,0.129861514069086,10.8641002596548,0.718267633617336
671,0.000 ,21.787 ,111.1752,20.172,0.173406731156335,8.32022265874853,0.697757934869038
672,0.000 ,21.370 ,107.1576,19.8072,-0.07959635607331,6.40969534035916,0.669979924299187
673,0.000 ,20.995 ,104.3496,19.5168,0.42756027226952,5.13537552380633,0.642116278243957
674,0.000 ,20.030 ,101.8656,19.1568,0.108863042718123,3.85724608149399,0.614166996703348
675,0.000 ,20.117 ,99.036,18.9936,0.188975490253208,3.02598574077104,0.607840675220966
676,0.000 ,19.138 ,97.0272,18.7032,0.29116159968462,2.45016080722258,0.579752236016616
677,0.000 ,18.706 ,94.0896,18.4632,-0.069982002216664,2.06634101195293,0.558835768712767
678,0.000 ,18.058 ,91.0656,18.2688,0.430732084378344,1.5520415344204,0.530586762973331
679,0.000 ,17.669 ,89.2728,17.9208,0.219338871254293,1.42480003405309,0.502252121748516
680,0.000 ,17.366 ,86.4,17.5344,0.314848047398993,1.10260093544336,0.473831845038322
681,0.000 ,16.819 ,84.672,17.3592,-0.024931518365905,0.974311787992187,0.452626357971318
682,0.000 ,16.445 ,82.08,17.0112,-0.062420187111118,0.845641677965066,0.43135664429028
683,0.000 ,16.027 ,79.704,16.5408,0.03309436498631,0.651446004874541,0.395379035995379
684,0.000 ,15.552 ,77.1984,16.6032,0.235681767543828,0.632826458974984,0.373959460214928
685,0.000 ,15.250 ,75.8376,16.1328,0.309783899930327,0.614149768689034,0.352475657820442
686,0.000 ,14.515 ,72.7704,15.804,-0.140344621886386,0.543071676081158,0.330927628811922
687,0.000 ,13.795 ,70.632,15.5568,0.377262858557383,0.458678941443829,0.309315373189367
688,0.000 ,14.198 ,68.2992,15.18,0.333362828590164,0.380600661502872,0.302389603309331
689,0.000 ,14.040 ,66.7008,15.012,0.281914960994488,0.354866639497447,0.288056363944002
690,0.000 ,13.651 ,64.5624,14.6976,0.025260526672786,0.41461109547081,0.266283541786361
691,0.000 ,12.744 ,62.4888,14.364,0.230649875791524,0.369076543580383,0.266668901470567
692,0.000 ,13.061 ,60.6528,14.0352,0.081961775273112,0.389410421071716,0.252217913312842
693,0.000 ,12.888 ,58.8384,13.8864,0.073872041609791,0.356923837407578,0.245152985769065
694,0.000 ,12.614 ,57.8232,13.5816,-0.026901267445012,0.172099843685423,0.238066649353943
695,0.000 ,11.722 ,55.512,13.2984,-0.082316588153082,0.265149952861217,0.230958904067476
696,0.000 ,11.045 ,54.0648,12.984,0.352221670755852,0.292084006980883,0.23129074157332
697,0.000 ,11.275 ,51.6672,12.7536,0.195125580172691,0.265911878013117,0.224150882979836
698,0.000 ,10.872 ,50.6952,12.4224,0.12024931059353,0.186404988412347,0.216989615515008
699,0.000 ,9.965 ,48.9888,12.1488,0.677370043579433,0.186671662215512,0.217300044149507
700,0.000 ,10.382 ,47.3256,11.9424,0,0,0.217610472784006
701,0.000 ,9.677 ,46.0728,11.7192,0,0,0.217920901418506
702,0.000 ,9.634 ,44.0424,11.3712,0,0,0.210706111775315
703,0.000 ,9.245 ,43.5672,11.0904,0,0,0.211005835974142
704,0.000 ,9.302 ,41.7312,10.8624,0,0,0.203758933023934
705,0.000 ,8.986 ,40.284,10.5768,0,0,0.211605284371796
706,0.000 ,8.784 ,39.1824,10.3464,0,0,0.211905008570623
707,0.000 ,8.482 ,37.8216,10.1496,0,0,0.21220473276945
708,0.000 ,8.410 ,36.8064,9.8664,0,0,0.212504456968277
709,0.000 ,7.963 ,35.532,9.6984,0,0,0.212804181167103
710,0.000 ,7.517 ,34.3656,9.4224,0,0,0.21310390536593
711,0.000 ,7.790 ,33.6528,9.192,0,0,0.221025187763499
712,0.000 ,7.474 ,31.8168,9.012,0,0,0.228967879032412
713,0.000 ,7.142 ,31.104,8.6448,0,0,0.221646045032497
714,0.000 ,7.186 ,29.5488,8.6184,0,0,0.214302802161238
715,0.000 ,6.826 ,29.2032,8.2968,0,0,0.206938150418634
716,0.000 ,6.638 ,28.188,8.1456,0,0,0.207227170181789
717,0.000 ,6.365 ,26.7192,7.9176,0,0,0.215201974757719
718,0.000 ,6.293 ,25.8768,7.7352,0,0,0.20010872045965
719,0.000 ,6.221 ,24.9048,7.4928,0,0,0.200387035787132
720,0.000 ,6.019 ,24.3432,7.3392,0,0,0.192947452994821
721,0.000 ,5.774 ,23.6304,7.2216,0,0,0.185486461331165
722,0.000 ,5.861 ,22.9824,7.0152,0,0,0.185743367787303
723,0.000 ,5.587 ,22.4208,6.7704,0,0,0.18600027424344
724,0.000 ,5.486 ,21.4704,6.5808,0,0,0.186257180699578
725,0.000 ,5.314 ,20.6928,6.444,0,0,0.17874266685756
726,0.000 ,4.997 ,19.8288,6.3216,0,0,0.171206744144198
727,0.000 ,4.997 ,19.2024,6.0936,0,0,0.17923507089849
728,0.000 ,4.824 ,18.4032,5.9976,0,0,0.171677739313783
729,0.000 ,4.579 ,17.928,5.7936,0,0,0.164098998857731
730,0.000 ,4.608 ,17.712,5.604,0,0,0.156498849530335
731,0.000 ,4.608 ,16.7832,5.5032,0,0,0.156712938243782
732,0.000 ,4.090 ,16.2432,5.4672,0,0,0.15692702695723
733,0.000 ,4.205 ,15.9192,5.2464,0,0,0.157141115670678
734,0.000 ,4.464 ,15.2928,5.088,0,0,0.141619683945713
735,0.000 ,4.133 ,14.7096,4.956,0,0,0.133933899132938
736,0.000 ,4.075 ,14.3208,4.788,0,0,0.134115874539368
737,0.000 ,4.018 ,13.5216,4.6248,0,0,0.126397976419575
738,0.000 ,3.744 ,13.0464,4.5696,0,0,0.126569247390334
739,0.000 ,3.398 ,12.6792,4.5408,0,0,0.126740518361092
740,0.000 ,3.542 ,12.5712,4.3176,0,0,0.12691178933185
741,0.000 ,3.485 ,11.9448,4.2048,0,0,0.127083060302608
742,0.000 ,3.197 ,11.3184,4.1208,0,0,0.127254331273367
743,0.000 ,3.240 ,11.0808,3.9552,0,0,0.135389702384383
744,0.000 ,3.096 ,10.7136,3.8112,0,0,0.135571677790813
745,0.000 ,3.010 ,10.5192,3.7248,0,0,0.135753653197244
746,0.000 ,3.053 ,10.0224,3.6912,0,0,0.143931842050949
747,0.000 ,2.765 ,9.828,3.5448,0,0,0.136117604010105
748,0.000 ,2.794 ,9.6336,3.432,0,0,0.136299579416536
749,0.000 ,2.750 ,9.072,3.2544,0,0,0.144509881577258
750,0.000 ,2.794 ,8.532,3.2568,0,0,0.136663530229397
751,0.000 ,2.534 ,8.3808,3.1488,0,0,0.136845505635828
752,0.000 ,2.520 ,8.1648,3.0048,0,0,0.128967040980949
753,0.000 ,2.419 ,8.0352,3.0192,0,0,0.121067167454725
754,0.000 ,2.362 ,7.7112,2.916,0,0,0.121227733989811
755,0.000 ,2.160 ,7.3656,2.772,0,0,0.129480853893224
756,0.000 ,2.347 ,7.1064,2.7072,0,0,0.121548867059983
757,0.000 ,2.261 ,7.0416,2.6208,0,0,0.113595471355398
758,0.000 ,2.174 ,6.8688,2.5776,0,0,0.113745333454811
759,0.000 ,1.987 ,6.5664,2.5488,0,0,0.105759824443208
760,0.000 ,1.973 ,6.4368,2.4576,0,0,0.105898982106949
761,0.000 ,2.102 ,5.9832,2.4264,0,0,0.09788135978833
762,0.000 ,2.102 ,5.7888,2.3328,0,0,0.106177297434432
763,0.000 ,1.800 ,5.8536,2.244,0,0,0.098138266244467
764,0.000 ,1.670 ,5.5512,2.1048,0,0,0.106455612761914
765,0.000 ,1.901 ,5.4,2.1552,0,0,0.098395172700604
766,0.000 ,1.843 ,4.9896,2.0856,0,0,0.098523625928673
767,0.000 ,1.570 ,5.0112,1.9992,0,0,0.106873085753137
768,0.000 ,1.656 ,4.752,1.968,0,0,0.107012243416878
769,0.000 ,1.570 ,4.6224,1.8672,0,0,0.098908985612879
770,0.000 ,1.570 ,4.2768,1.8336,0,0,0.099037438840948
771,0.000 ,1.555 ,4.2552,1.776,0,0,0.099165892069017
772,0.000 ,1.368 ,4.1688,1.7448,0,0,0.099294345297085
773,0.000 ,1.512 ,3.9528,1.6368,0,0,0.091137565314724
774,0.000 ,1.426 ,3.9312,1.6296,0,0,0.099551251753223
775,0.000 ,1.498 ,3.7152,1.5936,0,0,0.091373062899517
776,0.000 ,1.483 ,3.5424,1.512,0,0,0.082341730522722
777,0.000 ,1.310 ,3.4992,1.416,0,0,0.082447704435879
778,0.000 ,1.310 ,3.3048,1.4016,0,0,0.083387553887914
779,0.000 ,1.109 ,3.456,1.392,0,0,0.07848492234996
780,0.000 ,1.224 ,3.0456,1.3248,0,0,0.082765626175349
781,0.000 ,1.238 ,3.0888,1.3176,0,0,0.083708686958086
782,0.000 ,1.109 ,2.7216,1.2696,0,0,0.079624944749069
783,0.000 ,1.123 ,2.808,1.2504,0,0,0.072173587077519
784,0.000 ,1.238 ,2.6784,1.1616,0,0,0.078988030826562
785,0.000 ,1.051 ,2.6136,1.1928,0,0,0.082454127097282
786,0.000 ,1.008 ,2.5272,1.1328,0,0,0.083401469654288
787,0.000 ,1.037 ,2.7432,1.092,0,0,0.080976914974492
788,0.000 ,1.138 ,2.268,1.056,0,0,0.081924257531499
789,0.000 ,0.878 ,2.4192,1.0248,0,0,0.079491139303165
790,0.000 ,0.950 ,2.3976,1.0512,0,0,0.079591760998485
791,0.000 ,0.893 ,2.2248,1.0104,0,0,0.077996800083299
792,0.000 ,0.734 ,2.2464,0.972,0,0,0.083188451384408
793,0.000 ,0.792 ,1.9224,0.9336,0,0,0.09349254116265
794,0.000 ,0.749 ,1.9224,0.924,0,0,0.074037229328082
795,0.000 ,0.706 ,1.7496,0.8616,0,0,0.075834504077476
796,0.000 ,0.864 ,1.728,0.8256,0,0,0.07678291707805
797,0.000 ,0.734 ,1.8144,0.8568,0,0,0.074316615099132
798,0.000 ,0.749 ,1.5552,0.8088,0,0,0.068422752817914
799,0.000 ,0.734 ,1.6848,0.7512,0,0,0.07364651742604
800,0.000 ,0.734 ,1.6416,0.768,0,0,0
